TransactionID,CustomerID,TransactionAmount,TransactionDate,MerchantID,CardType,CustomerAge,CustomerGender,CustomerIncome,TransactionCategory
4378,4092,2900.3,2022-07-02 09:00:00,174,Debit,23,Male,61989.21,Entertainment
4379,5159,560.92,2022-07-02 10:00:00,189,Credit,33,Male,91739.99,Utilities
4380,7308,1080.29,2022-07-02 11:00:00,604,Debit,39,Male,100026.79,Electronics
4381,8478,1400.78,2022-07-02 12:00:00,456,Debit,44,Female,43296.62,Dining
4382,9476,1208.95,2022-07-02 13:00:00,253,Debit,38,Male,115662.83,Electronics
4383,5933,2490.11,2022-07-02 14:00:00,317,Credit,46,Female,71081.29,Groceries
4384,5926,4723.08,2022-07-02 15:00:00,585,Prepaid,18,Female,116495.84,Dining
4385,4969,2223.64,2022-07-02 16:00:00,639,Credit,47,Male,43102.38,Utilities
4386,3965,3309.52,2022-07-02 17:00:00,229,Prepaid,41,Male,105347.7,Groceries
4387,5319,3444.47,2022-07-02 18:00:00,165,Debit,30,Female,23494.82,Groceries
4388,9975,4358.55,2022-07-02 19:00:00,243,Prepaid,47,Female,40665.55,Electronics
4389,8108,173.94,2022-07-02 20:00:00,479,Prepaid,43,Male,135845.72,Utilities
4390,4939,2024.63,2022-07-02 21:00:00,412,Prepaid,51,Female,79991.35,Entertainment
4391,1044,3924.75,2022-07-02 22:00:00,506,Prepaid,37,Female,86022.17,Utilities
4392,2810,4075.26,2022-07-02 23:00:00,506,Debit,68,Female,137985.12,Groceries
4393,5566,4637.03,2022-07-03 00:00:00,376,Credit,23,Male,83041.34,Groceries
4394,2909,3515.46,2022-07-03 01:00:00,714,Prepaid,60,Male,105096.51,Travel
4395,7364,1229.54,2022-07-03 02:00:00,508,Debit,66,Female,48854.16,Electronics
4396,3581,2530.8,2022-07-03 03:00:00,413,Debit,26,Male,30604.51,Groceries
4397,1691,166.56,2022-07-03 04:00:00,648,Debit,54,Male,65935.73,Utilities
4398,1931,3236.41,2022-07-03 05:00:00,348,Debit,54,Female,123828.33,Travel
4399,8910,2773.7,2022-07-03 06:00:00,560,Prepaid,33,Female,78088.85,Electronics
4400,7382,3335.85,2022-07-03 07:00:00,498,Credit,21,Male,41859.55,Dining
4401,4406,4651.05,2022-07-03 08:00:00,767,Debit,49,Male,90862.74,Entertainment
4402,9339,3437.95,2022-07-03 09:00:00,550,Credit,37,Male,54299.25,Electronics
4403,2032,1605.65,2022-07-03 10:00:00,570,Credit,46,Male,143066.81,Groceries
4404,2311,997.69,2022-07-03 11:00:00,743,Credit,48,Male,95063.64,Travel
4405,9579,4273.91,2022-07-03 12:00:00,658,Debit,62,Male,147785.12,Travel
4406,4121,975.69,2022-07-03 13:00:00,533,Debit,34,Male,25599.46,Dining
4407,2873,812.24,2022-07-03 14:00:00,545,Debit,58,Female,21502.75,Travel
4408,7781,1037.03,2022-07-03 15:00:00,806,Credit,42,Male,82022.43,Groceries
4409,4748,2546.66,2022-07-03 16:00:00,202,Debit,62,Male,132059.93,Electronics
4410,1277,625.32,2022-07-03 17:00:00,427,Debit,33,Male,88172.9,Dining
4411,2859,4690.9,2022-07-03 18:00:00,782,Credit,37,Male,133904.26,Entertainment
4412,6929,4831.44,2022-07-03 19:00:00,700,Debit,59,Female,36973.59,Entertainment
4413,7792,4869.14,2022-07-03 20:00:00,345,Prepaid,27,Female,110912.55,Groceries
4414,5713,200.43,2022-07-03 21:00:00,157,Prepaid,69,Female,105784.06,Dining
4415,5675,4731.26,2022-07-03 22:00:00,204,Prepaid,65,Male,90845.3,Dining
4416,2170,4987.09,2022-07-03 23:00:00,791,Prepaid,40,Male,72663.62,Groceries
4417,9681,4712.43,2022-07-04 00:00:00,168,Credit,69,Female,104118.88,Utilities
4418,6308,3356.34,2022-07-04 01:00:00,401,Debit,50,Female,91512.0,Dining
4419,3462,3507.64,2022-07-04 02:00:00,252,Prepaid,60,Male,55441.33,Travel
4420,1287,615.65,2022-07-04 03:00:00,636,Prepaid,30,Male,33600.01,Travel
4421,6953,4372.11,2022-07-04 04:00:00,988,Debit,42,Male,70264.33,Groceries
4422,5282,302.9,2022-07-04 05:00:00,134,Credit,67,Female,86616.7,Groceries
4423,2907,1592.06,2022-07-04 06:00:00,114,Prepaid,54,Male,86107.0,Travel
4424,2161,4955.8,2022-07-04 07:00:00,205,Debit,53,Female,75325.71,Electronics
4425,1129,2114.53,2022-07-04 08:00:00,829,Debit,41,Female,62556.17,Groceries
4426,7337,660.13,2022-07-04 09:00:00,995,Prepaid,23,Female,65564.23,Travel
4427,3363,4846.63,2022-07-04 10:00:00,173,Prepaid,32,Male,54559.89,Electronics
4428,9151,4920.78,2022-07-04 11:00:00,955,Debit,72,Male,95388.07,Electronics
4429,6983,939.28,2022-07-04 12:00:00,384,Debit,51,Female,130485.37,Utilities
4430,1143,4324.7,2022-07-04 13:00:00,649,Prepaid,21,Female,134359.66,Travel
4431,9207,1955.16,2022-07-04 14:00:00,296,Prepaid,31,Female,149184.24,Utilities
4432,8469,1909.94,2022-07-04 15:00:00,379,Prepaid,21,Male,31546.38,Travel
4433,1244,1317.17,2022-07-04 16:00:00,886,Prepaid,45,Male,47853.57,Dining
4434,1926,228.33,2022-07-04 17:00:00,785,Credit,46,Male,114926.91,Electronics
4435,4178,1343.7,2022-07-04 18:00:00,916,Debit,35,Female,103881.27,Entertainment
4436,3176,273.62,2022-07-04 19:00:00,655,Prepaid,37,Male,37402.54,Dining
4437,6002,4622.24,2022-07-04 20:00:00,765,Debit,65,Male,102032.34,Dining
4438,1886,3310.29,2022-07-04 21:00:00,252,Prepaid,58,Male,72840.04,Electronics
4439,9532,4433.68,2022-07-04 22:00:00,390,Credit,49,Male,144391.73,Electronics
4440,4398,3587.87,2022-07-04 23:00:00,241,Debit,25,Female,131181.57,Electronics
4441,9497,660.78,2022-07-05 00:00:00,867,Credit,60,Male,29521.5,Groceries
4442,3654,4703.2,2022-07-05 01:00:00,411,Debit,63,Male,31698.65,Travel
4443,8392,4499.97,2022-07-05 02:00:00,745,Credit,66,Female,74217.38,Utilities
4444,2371,1743.64,2022-07-05 03:00:00,131,Prepaid,30,Female,21088.25,Travel
4445,8135,562.11,2022-07-05 04:00:00,125,Prepaid,57,Male,32270.3,Travel
4446,1320,3522.25,2022-07-05 05:00:00,354,Credit,63,Male,141237.44,Electronics
4447,5654,3643.16,2022-07-05 06:00:00,834,Prepaid,60,Female,123016.14,Dining
4448,6300,4484.66,2022-07-05 07:00:00,155,Credit,26,Female,107452.17,Electronics
4449,7761,268.02,2022-07-05 08:00:00,392,Credit,57,Male,127930.84,Electronics
4450,7854,712.81,2022-07-05 09:00:00,736,Debit,63,Male,52507.13,Dining
4451,6505,2993.25,2022-07-05 10:00:00,329,Credit,64,Male,114323.71,Entertainment
4452,7553,3097.56,2022-07-05 11:00:00,152,Debit,50,Female,100023.73,Utilities
4453,5042,172.88,2022-07-05 12:00:00,200,Credit,73,Female,130324.16,Groceries
4454,8498,1987.68,2022-07-05 13:00:00,566,Debit,29,Male,56749.37,Entertainment
4455,7636,2922.89,2022-07-05 14:00:00,945,Debit,54,Male,119283.05,Electronics
4456,8362,3690.87,2022-07-05 15:00:00,903,Prepaid,42,Female,130844.68,Travel
4457,1011,1584.17,2022-07-05 16:00:00,968,Debit,63,Female,91370.89,Travel
4458,1194,2422.1,2022-07-05 17:00:00,366,Debit,42,Female,73792.08,Dining
4459,3537,4071.2,2022-07-05 18:00:00,894,Credit,71,Female,143324.83,Electronics
4460,3842,4769.71,2022-07-05 19:00:00,101,Debit,33,Male,41966.05,Dining
4461,3229,1155.42,2022-07-05 20:00:00,121,Prepaid,68,Male,24715.5,Dining
4462,4009,1268.95,2022-07-05 21:00:00,677,Credit,33,Female,43288.23,Groceries
4463,8984,4699.39,2022-07-05 22:00:00,311,Debit,56,Female,108849.02,Dining
4464,3077,1982.58,2022-07-05 23:00:00,335,Credit,52,Female,122562.97,Electronics
4465,8845,3593.15,2022-07-06 00:00:00,979,Credit,40,Female,113187.58,Groceries
4466,4867,3063.26,2022-07-06 01:00:00,628,Credit,25,Male,74582.65,Travel
4467,5873,1431.51,2022-07-06 02:00:00,487,Credit,70,Female,145784.56,Groceries
4468,9635,3269.54,2022-07-06 03:00:00,113,Credit,70,Male,77759.25,Electronics
4469,1297,3279.55,2022-07-06 04:00:00,618,Debit,63,Male,147569.64,Utilities
4470,6856,2964.25,2022-07-06 05:00:00,946,Credit,69,Male,139355.14,Entertainment
4471,2015,502.81,2022-07-06 06:00:00,321,Credit,20,Male,72928.78,Groceries
4472,2384,4975.88,2022-07-06 07:00:00,715,Prepaid,41,Male,40931.12,Utilities
4473,9745,2005.08,2022-07-06 08:00:00,502,Prepaid,60,Female,31678.86,Entertainment
4474,3350,3193.06,2022-07-06 09:00:00,612,Credit,39,Male,89091.74,Groceries
4475,2269,4429.38,2022-07-06 10:00:00,386,Debit,31,Female,119217.03,Groceries
4476,2260,2119.33,2022-07-06 11:00:00,483,Prepaid,39,Female,42886.2,Dining
4477,8701,3870.76,2022-07-06 12:00:00,346,Prepaid,51,Male,61367.42,Entertainment
4478,9376,4859.26,2022-07-06 13:00:00,190,Credit,53,Female,101969.09,Utilities
4479,5563,1797.88,2022-07-06 14:00:00,925,Debit,48,Female,79912.88,Entertainment
4480,7897,2029.32,2022-07-06 15:00:00,411,Debit,38,Female,98502.81,Groceries
4481,6672,4528.35,2022-07-06 16:00:00,536,Prepaid,22,Male,107927.79,Electronics
4482,6593,802.42,2022-07-06 17:00:00,825,Prepaid,36,Male,69490.36,Electronics
4483,7155,147.83,2022-07-06 18:00:00,142,Prepaid,59,Male,122175.62,Entertainment
4484,6543,4544.9,2022-07-06 19:00:00,173,Prepaid,70,Female,111372.46,Dining
4485,8240,4108.85,2022-07-06 20:00:00,853,Prepaid,38,Female,109381.92,Dining
4486,5683,4863.05,2022-07-06 21:00:00,660,Credit,19,Female,39432.86,Electronics
4487,2881,295.9,2022-07-06 22:00:00,979,Credit,70,Female,81650.63,Dining
4488,9713,785.11,2022-07-06 23:00:00,975,Credit,20,Male,95032.48,Groceries
4489,4809,531.04,2022-07-07 00:00:00,415,Prepaid,64,Male,49430.21,Groceries
4490,6807,3418.66,2022-07-07 01:00:00,833,Credit,68,Male,118613.72,Entertainment
4491,5883,3032.02,2022-07-07 02:00:00,961,Prepaid,70,Female,35740.49,Utilities
4492,8206,1799.88,2022-07-07 03:00:00,243,Debit,74,Female,39481.47,Travel
4493,5155,291.83,2022-07-07 04:00:00,428,Debit,47,Female,73731.51,Electronics
4494,5673,3200.11,2022-07-07 05:00:00,308,Credit,51,Female,37594.82,Electronics
4495,2409,2852.75,2022-07-07 06:00:00,198,Debit,42,Male,21513.71,Travel
4496,6197,568.95,2022-07-07 07:00:00,799,Debit,52,Female,73482.25,Dining
4497,8452,4545.0,2022-07-07 08:00:00,213,Debit,46,Male,104311.78,Groceries
4498,9718,998.75,2022-07-07 09:00:00,274,Credit,29,Male,84367.98,Groceries
4499,3172,3718.83,2022-07-07 10:00:00,370,Debit,40,Female,26783.36,Electronics
4500,1279,4425.95,2022-07-07 11:00:00,162,Credit,45,Male,50220.49,Electronics
4501,4977,2899.48,2022-07-07 12:00:00,895,Prepaid,63,Male,88165.32,Dining
4502,3669,1238.01,2022-07-07 13:00:00,503,Prepaid,34,Female,115952.06,Dining
4503,8825,1549.7,2022-07-07 14:00:00,324,Credit,33,Male,123209.21,Electronics
4504,4981,4429.31,2022-07-07 15:00:00,260,Credit,66,Female,87517.9,Dining
4505,5769,1494.79,2022-07-07 16:00:00,135,Debit,73,Female,103996.57,Travel
4506,6247,3732.22,2022-07-07 17:00:00,480,Prepaid,26,Male,137444.26,Groceries
4507,5427,4950.88,2022-07-07 18:00:00,752,Debit,20,Female,28475.84,Electronics
4508,7135,4999.08,2022-07-07 19:00:00,417,Prepaid,39,Male,32892.43,Travel
4509,6573,2669.73,2022-07-07 20:00:00,807,Debit,48,Male,79521.81,Travel
4510,5131,4133.65,2022-07-07 21:00:00,762,Debit,31,Male,99265.5,Utilities
4511,8189,4951.3,2022-07-07 22:00:00,555,Prepaid,20,Male,20602.44,Entertainment
4512,5535,1876.49,2022-07-07 23:00:00,368,Debit,55,Male,78831.28,Electronics
4513,3776,1265.79,2022-07-08 00:00:00,443,Prepaid,40,Male,42458.92,Entertainment
4514,8697,575.6,2022-07-08 01:00:00,139,Credit,38,Female,103863.6,Travel
4515,9386,708.79,2022-07-08 02:00:00,849,Debit,68,Male,54805.62,Electronics
4516,1662,4268.51,2022-07-08 03:00:00,513,Prepaid,41,Male,137251.96,Entertainment
4517,9671,2945.67,2022-07-08 04:00:00,479,Prepaid,49,Female,28300.17,Groceries
4518,9044,4369.18,2022-07-08 05:00:00,321,Debit,62,Female,125196.79,Electronics
4519,5218,3948.33,2022-07-08 06:00:00,380,Prepaid,22,Male,71002.58,Entertainment
4520,6060,3370.35,2022-07-08 07:00:00,324,Debit,50,Female,131430.88,Dining
4521,6874,3048.51,2022-07-08 08:00:00,556,Debit,61,Male,125965.94,Electronics
4522,6581,246.45,2022-07-08 09:00:00,253,Credit,64,Female,51108.05,Utilities
4523,3014,4362.01,2022-07-08 10:00:00,379,Credit,74,Female,26573.81,Dining
4524,4789,2092.12,2022-07-08 11:00:00,452,Credit,36,Female,110417.78,Electronics
4525,8148,2801.14,2022-07-08 12:00:00,138,Debit,51,Male,46571.29,Entertainment
4526,8766,114.66,2022-07-08 13:00:00,828,Debit,20,Female,140965.92,Entertainment
4527,3364,4680.69,2022-07-08 14:00:00,855,Prepaid,56,Female,28739.98,Utilities
4528,4629,4514.19,2022-07-08 15:00:00,720,Credit,45,Male,62117.41,Electronics
4529,6919,2718.67,2022-07-08 16:00:00,672,Credit,28,Male,21644.37,Travel
4530,6675,2888.67,2022-07-08 17:00:00,588,Prepaid,27,Female,61212.55,Entertainment
4531,9872,3526.56,2022-07-08 18:00:00,297,Credit,57,Female,90363.63,Utilities
4532,7638,1327.15,2022-07-08 19:00:00,375,Credit,19,Female,105132.13,Electronics
4533,5651,1113.47,2022-07-08 20:00:00,271,Credit,63,Male,114436.4,Electronics
4534,1609,3371.74,2022-07-08 21:00:00,883,Prepaid,62,Male,128348.52,Groceries
4535,8940,526.59,2022-07-08 22:00:00,607,Credit,56,Female,34401.94,Dining
4536,4866,2273.04,2022-07-08 23:00:00,504,Debit,44,Male,119043.44,Groceries
4537,1371,2466.34,2022-07-09 00:00:00,370,Credit,70,Female,56187.94,Dining
4538,7998,1909.78,2022-07-09 01:00:00,653,Debit,26,Female,37972.09,Dining
4539,1615,930.41,2022-07-09 02:00:00,800,Credit,56,Male,54535.17,Groceries
4540,7911,1779.8,2022-07-09 03:00:00,871,Debit,18,Male,131539.1,Utilities
4541,7010,1691.1,2022-07-09 04:00:00,763,Credit,50,Male,101560.92,Travel
4542,3253,2498.83,2022-07-09 05:00:00,230,Debit,55,Male,97659.59,Electronics
4543,5942,3375.03,2022-07-09 06:00:00,725,Debit,74,Female,96002.8,Entertainment
4544,1864,4841.33,2022-07-09 07:00:00,484,Credit,50,Female,73121.58,Electronics
4545,2268,725.1,2022-07-09 08:00:00,833,Prepaid,65,Male,74210.59,Utilities
4546,8454,4365.72,2022-07-09 09:00:00,496,Credit,20,Female,39282.18,Utilities
4547,9976,1424.47,2022-07-09 10:00:00,665,Prepaid,49,Male,63239.69,Groceries
4548,5571,2958.91,2022-07-09 11:00:00,949,Prepaid,30,Male,86564.18,Travel
4549,6229,2735.95,2022-07-09 12:00:00,395,Prepaid,38,Female,98782.3,Entertainment
4550,3237,2786.96,2022-07-09 13:00:00,482,Prepaid,21,Male,29313.03,Entertainment
4551,5054,3618.18,2022-07-09 14:00:00,611,Prepaid,34,Female,63395.33,Utilities
4552,1935,1911.53,2022-07-09 15:00:00,494,Prepaid,59,Male,64124.7,Travel
4553,7394,1598.9,2022-07-09 16:00:00,653,Credit,21,Female,86959.13,Entertainment
4554,8891,4264.91,2022-07-09 17:00:00,704,Debit,37,Male,112304.49,Entertainment
4555,1325,1104.37,2022-07-09 18:00:00,359,Debit,29,Female,102580.24,Travel
4556,8774,905.33,2022-07-09 19:00:00,380,Credit,43,Male,94215.08,Groceries
4557,4861,82.96,2022-07-09 20:00:00,455,Credit,62,Male,57884.43,Groceries
4558,2985,1056.84,2022-07-09 21:00:00,519,Credit,53,Male,129077.34,Utilities
4559,5932,2595.06,2022-07-09 22:00:00,291,Prepaid,33,Female,122088.03,Entertainment
4560,5603,2694.85,2022-07-09 23:00:00,736,Prepaid,68,Male,43869.66,Groceries
4561,3778,1275.83,2022-07-10 00:00:00,527,Debit,24,Male,105167.1,Groceries
4562,9832,366.01,2022-07-10 01:00:00,907,Credit,50,Male,137865.1,Entertainment
4563,8754,3724.48,2022-07-10 02:00:00,447,Debit,65,Male,76628.17,Entertainment
4564,5078,3791.09,2022-07-10 03:00:00,528,Debit,19,Male,140220.01,Utilities
4565,2367,4989.19,2022-07-10 04:00:00,491,Prepaid,50,Female,22855.29,Utilities
4566,5042,4500.65,2022-07-10 05:00:00,440,Prepaid,31,Female,87111.2,Groceries
4567,3575,4630.68,2022-07-10 06:00:00,646,Debit,37,Female,53315.1,Utilities
4568,7754,3992.03,2022-07-10 07:00:00,501,Prepaid,54,Male,54080.46,Dining
4569,2581,3079.44,2022-07-10 08:00:00,146,Prepaid,44,Female,134081.14,Travel
4570,2986,647.09,2022-07-10 09:00:00,764,Prepaid,64,Male,60494.93,Groceries
4571,3240,3113.45,2022-07-10 10:00:00,849,Debit,59,Female,23033.06,Groceries
4572,4966,284.5,2022-07-10 11:00:00,524,Debit,38,Female,90159.53,Dining
4573,8604,4427.07,2022-07-10 12:00:00,616,Debit,19,Female,146212.2,Electronics
4574,9320,2411.7,2022-07-10 13:00:00,736,Credit,60,Male,30282.41,Utilities
4575,6968,3488.88,2022-07-10 14:00:00,978,Debit,33,Male,57218.99,Electronics
4576,8493,265.96,2022-07-10 15:00:00,427,Prepaid,36,Male,81035.41,Utilities
4577,5103,2673.57,2022-07-10 16:00:00,186,Debit,21,Female,127962.41,Travel
4578,3076,1509.81,2022-07-10 17:00:00,614,Credit,27,Male,54956.37,Entertainment
4579,6231,1428.42,2022-07-10 18:00:00,264,Prepaid,71,Male,64679.08,Groceries
4580,3994,1951.33,2022-07-10 19:00:00,322,Debit,39,Female,69984.35,Dining
4581,4744,8.19,2022-07-10 20:00:00,960,Debit,29,Female,69352.44,Entertainment
4582,6594,2335.97,2022-07-10 21:00:00,396,Prepaid,19,Male,46044.88,Entertainment
4583,8531,2435.4,2022-07-10 22:00:00,550,Debit,19,Female,139036.56,Electronics
4584,8371,4316.34,2022-07-10 23:00:00,442,Credit,58,Male,123078.34,Groceries
4585,2644,2245.39,2022-07-11 00:00:00,440,Prepaid,61,Female,146833.56,Travel
4586,4144,1820.96,2022-07-11 01:00:00,560,Debit,51,Male,68229.19,Dining
4587,1242,4973.76,2022-07-11 02:00:00,491,Prepaid,35,Male,25888.39,Groceries
4588,5085,2858.21,2022-07-11 03:00:00,636,Debit,33,Female,35015.14,Entertainment
4589,8954,2365.7,2022-07-11 04:00:00,650,Debit,36,Female,66472.87,Entertainment
4590,8269,2482.2,2022-07-11 05:00:00,520,Prepaid,64,Male,138438.33,Travel
4591,8130,4046.86,2022-07-11 06:00:00,480,Debit,42,Female,147541.02,Electronics
4592,7828,1706.68,2022-07-11 07:00:00,716,Debit,47,Male,126859.62,Travel
4593,9362,1948.86,2022-07-11 08:00:00,104,Prepaid,65,Female,50995.31,Travel
4594,9844,3780.59,2022-07-11 09:00:00,747,Debit,23,Male,105760.93,Groceries
4595,7331,369.55,2022-07-11 10:00:00,103,Debit,44,Female,97558.95,Utilities
4596,4512,4326.52,2022-07-11 11:00:00,780,Prepaid,32,Male,127022.81,Electronics
4597,2499,2153.86,2022-07-11 12:00:00,415,Credit,48,Female,86267.42,Entertainment
4598,3158,2908.56,2022-07-11 13:00:00,921,Credit,61,Male,61356.88,Electronics
4599,6162,3788.59,2022-07-11 14:00:00,177,Credit,39,Male,22506.09,Groceries
4600,5039,1333.93,2022-07-11 15:00:00,630,Credit,29,Female,123353.41,Groceries
4601,3035,4452.12,2022-07-11 16:00:00,816,Credit,27,Female,88932.28,Utilities
4602,8977,4896.23,2022-07-11 17:00:00,454,Credit,38,Male,89444.36,Travel
4603,1857,2473.9,2022-07-11 18:00:00,935,Prepaid,64,Male,144418.1,Utilities
4604,4823,4685.0,2022-07-11 19:00:00,132,Prepaid,72,Female,83209.57,Groceries
4605,7770,10.64,2022-07-11 20:00:00,761,Prepaid,48,Female,61054.17,Electronics
4606,1298,4471.72,2022-07-11 21:00:00,804,Debit,53,Male,64178.94,Travel
4607,8244,1558.67,2022-07-11 22:00:00,238,Credit,27,Male,21527.1,Travel
4608,1923,1560.92,2022-07-11 23:00:00,371,Credit,36,Male,35905.63,Travel
4609,5232,1144.3,2022-07-12 00:00:00,295,Prepaid,40,Female,25695.14,Electronics
4610,5306,1588.48,2022-07-12 01:00:00,226,Debit,63,Female,51623.82,Travel
4611,3799,1071.36,2022-07-12 02:00:00,448,Debit,27,Male,28404.8,Dining
4612,7578,4529.82,2022-07-12 03:00:00,842,Prepaid,66,Female,63045.11,Dining
4613,5875,4495.62,2022-07-12 04:00:00,143,Credit,71,Male,36396.84,Electronics
4614,6326,515.55,2022-07-12 05:00:00,841,Debit,44,Male,139329.48,Entertainment
4615,7582,718.58,2022-07-12 06:00:00,827,Credit,60,Female,141989.91,Utilities
4616,2802,4310.78,2022-07-12 07:00:00,343,Debit,67,Female,98449.34,Entertainment
4617,3657,1997.69,2022-07-12 08:00:00,108,Credit,19,Female,124713.41,Travel
4618,4346,850.51,2022-07-12 09:00:00,861,Debit,28,Male,108037.47,Electronics
4619,3949,2555.79,2022-07-12 10:00:00,811,Credit,25,Female,125444.16,Travel
4620,1941,2086.26,2022-07-12 11:00:00,945,Credit,36,Female,103174.94,Travel
4621,2907,1099.71,2022-07-12 12:00:00,178,Credit,74,Female,75925.18,Dining
4622,5837,3605.16,2022-07-12 13:00:00,856,Prepaid,33,Male,133588.08,Groceries
4623,9105,3158.29,2022-07-12 14:00:00,289,Credit,21,Male,76948.63,Electronics
4624,2243,502.81,2022-07-12 15:00:00,185,Credit,31,Male,71507.62,Groceries
4625,6696,4627.31,2022-07-12 16:00:00,584,Debit,39,Female,101169.81,Dining
4626,2466,2794.56,2022-07-12 17:00:00,370,Debit,34,Male,141931.13,Groceries
4627,4957,1254.77,2022-07-12 18:00:00,873,Prepaid,60,Male,77486.37,Utilities
4628,2966,1035.43,2022-07-12 19:00:00,612,Debit,43,Male,94742.82,Dining
4629,1375,684.06,2022-07-12 20:00:00,119,Credit,52,Female,84003.25,Utilities
4630,1262,2126.06,2022-07-12 21:00:00,588,Prepaid,53,Male,138265.28,Entertainment
4631,5362,682.03,2022-07-12 22:00:00,229,Prepaid,70,Male,107976.85,Dining
4632,7502,2082.0,2022-07-12 23:00:00,937,Prepaid,62,Male,74546.62,Electronics
4633,8833,748.11,2022-07-13 00:00:00,869,Credit,66,Female,98897.34,Entertainment
4634,2893,3285.75,2022-07-13 01:00:00,742,Credit,47,Male,40287.7,Travel
4635,9106,3927.28,2022-07-13 02:00:00,106,Debit,69,Male,64452.71,Electronics
4636,2652,2749.87,2022-07-13 03:00:00,951,Debit,38,Male,115703.56,Electronics
4637,6540,3401.88,2022-07-13 04:00:00,852,Debit,37,Female,93111.24,Utilities
4638,4892,4692.2,2022-07-13 05:00:00,803,Prepaid,59,Female,60855.47,Electronics
4639,1599,3193.67,2022-07-13 06:00:00,409,Credit,43,Male,67098.73,Groceries
4640,5815,1823.97,2022-07-13 07:00:00,908,Debit,72,Male,125271.76,Groceries
4641,2912,2250.15,2022-07-13 08:00:00,726,Credit,73,Male,90314.79,Travel
4642,9792,4303.32,2022-07-13 09:00:00,572,Prepaid,29,Female,51038.29,Groceries
4643,9572,657.95,2022-07-13 10:00:00,201,Credit,25,Female,58585.68,Electronics
4644,5213,1632.06,2022-07-13 11:00:00,437,Credit,52,Female,80824.86,Utilities
4645,4637,2888.51,2022-07-13 12:00:00,418,Prepaid,46,Female,119168.88,Dining
4646,6599,3383.57,2022-07-13 13:00:00,612,Debit,70,Male,149667.26,Travel
4647,7448,3818.68,2022-07-13 14:00:00,124,Credit,59,Male,44148.86,Travel
4648,9557,1594.44,2022-07-13 15:00:00,820,Credit,73,Female,118140.77,Electronics
4649,8382,733.57,2022-07-13 16:00:00,529,Prepaid,24,Female,100238.54,Entertainment
4650,9982,4774.42,2022-07-13 17:00:00,242,Credit,74,Female,89055.09,Groceries
4651,4569,386.58,2022-07-13 18:00:00,808,Credit,27,Male,145639.42,Entertainment
4652,8707,483.55,2022-07-13 19:00:00,756,Credit,56,Female,61957.96,Electronics
4653,1746,2477.24,2022-07-13 20:00:00,248,Prepaid,67,Female,43007.17,Entertainment
4654,9504,4097.26,2022-07-13 21:00:00,792,Credit,37,Female,134087.63,Electronics
4655,5633,3873.65,2022-07-13 22:00:00,154,Prepaid,45,Female,28929.56,Groceries
4656,1920,4688.81,2022-07-13 23:00:00,570,Debit,31,Female,126225.56,Groceries
4657,8008,712.3,2022-07-14 00:00:00,462,Credit,29,Male,96600.68,Travel
4658,3381,1881.76,2022-07-14 01:00:00,749,Prepaid,25,Female,41320.51,Entertainment
4659,4618,1414.3,2022-07-14 02:00:00,308,Prepaid,74,Female,49557.08,Entertainment
4660,9989,4305.05,2022-07-14 03:00:00,284,Credit,24,Male,40259.28,Entertainment
4661,5443,2444.33,2022-07-14 04:00:00,164,Prepaid,22,Female,113384.01,Entertainment
4662,1272,139.11,2022-07-14 05:00:00,648,Debit,18,Female,39150.45,Utilities
4663,2773,3541.28,2022-07-14 06:00:00,211,Debit,64,Female,108578.21,Dining
4664,3547,1946.55,2022-07-14 07:00:00,362,Debit,26,Male,36659.54,Travel
4665,4164,2658.08,2022-07-14 08:00:00,175,Debit,61,Female,124294.66,Travel
4666,5780,4469.47,2022-07-14 09:00:00,395,Prepaid,71,Male,139533.8,Dining
4667,1946,1287.41,2022-07-14 10:00:00,277,Prepaid,35,Male,92710.56,Utilities
4668,1506,1205.12,2022-07-14 11:00:00,865,Debit,60,Female,145603.92,Entertainment
4669,7719,1319.65,2022-07-14 12:00:00,100,Debit,59,Male,70749.44,Dining
4670,9435,1693.85,2022-07-14 13:00:00,247,Debit,27,Female,51798.32,Utilities
4671,9697,541.23,2022-07-14 14:00:00,975,Debit,67,Male,43048.58,Entertainment
4672,7360,3487.61,2022-07-14 15:00:00,770,Debit,18,Male,82265.24,Dining
4673,8657,1040.96,2022-07-14 16:00:00,935,Prepaid,37,Male,36997.1,Travel
4674,4590,4631.1,2022-07-14 17:00:00,879,Debit,60,Female,133852.78,Dining
4675,2192,1082.35,2022-07-14 18:00:00,761,Debit,46,Female,122019.52,Utilities
4676,2464,1281.93,2022-07-14 19:00:00,228,Credit,19,Male,93075.39,Electronics
4677,1390,1488.62,2022-07-14 20:00:00,737,Prepaid,43,Female,113790.19,Entertainment
4678,6615,3843.85,2022-07-14 21:00:00,612,Debit,28,Male,26498.74,Dining
4679,7106,2140.89,2022-07-14 22:00:00,998,Prepaid,42,Female,46457.31,Entertainment
4680,9864,4097.58,2022-07-14 23:00:00,728,Credit,51,Male,100757.55,Groceries
4681,3560,3925.34,2022-07-15 00:00:00,601,Credit,58,Female,82071.04,Entertainment
4682,6867,4647.8,2022-07-15 01:00:00,248,Debit,18,Male,98600.99,Dining
4683,2211,3784.24,2022-07-15 02:00:00,368,Debit,72,Female,31565.98,Entertainment
4684,2539,264.3,2022-07-15 03:00:00,800,Debit,48,Female,104814.93,Utilities
